1.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,2.50060e-01
0.00000e+00,1.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,1.90543e+01
0.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,6.89425e-01
1.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,2.00000e+00,0.00000e+00,6.66064e+01
0.00000e+00,2.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,1.00000e+00,1.00144e+01
0.00000e+00,0.00000e+00,2.00000e+00,0.00000e+00,2.00000e+00,0.00000e+00,9.85739e-02
1.00000e+00,0.00000e+00,2.00000e+00,0.00000e+00,3.00000e+00,0.00000e+00,8.07432e+02
1.00000e+00,0.00000e+00,3.00000e+00,0.00000e+00,4.00000e+00,0.00000e+00,9.99987e+03
0.00000e+00,4.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.00000e+00,5.96875e+00
1.00000e+00,0.00000e+00,4.00000e+00,0.00000e+00,5.00000e+00,0.00000e+00,1.18371e+01
0.00000e+00,5.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,4.00000e+00,6.21117e+00
