1.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,2.50062e-01
0.00000e+00,1.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,1.90303e+01
0.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,6.66920e-01
1.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,2.00000e+00,0.00000e+00,6.67223e+01
0.00000e+00,2.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,1.00000e+00,9.94911e+00
0.00000e+00,0.00000e+00,2.00000e+00,0.00000e+00,2.00000e+00,0.00000e+00,1.18040e-01
1.00000e+00,0.00000e+00,2.00000e+00,0.00000e+00,3.00000e+00,0.00000e+00,8.07886e+02
1.00000e+00,0.00000e+00,3.00000e+00,0.00000e+00,4.00000e+00,0.00000e+00,9.99997e+03
0.00000e+00,4.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.00000e+00,5.61672e+00
1.00000e+00,0.00000e+00,4.00000e+00,0.00000e+00,5.00000e+00,0.00000e+00,1.61358e+01
0.00000e+00,5.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,4.00000e+00,7.69070e+00
