1.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,2.49618e-01
0.00000e+00,1.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,0.00000e+00,2.61975e-04
0.00000e+00,1.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,1.90180e+01
0.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,6.53012e-01
1.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,2.00000e+00,0.00000e+00,6.67718e+01
0.00000e+00,2.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,1.00000e+00,9.82793e+00
0.00000e+00,2.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.00000e+00,3.84824e-05
0.00000e+00,0.00000e+00,2.00000e+00,0.00000e+00,2.00000e+00,0.00000e+00,1.28964e-01
1.00000e+00,0.00000e+00,2.00000e+00,0.00000e+00,3.00000e+00,0.00000e+00,8.06595e+02
0.00000e+00,3.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,2.00000e+00,2.02927e-03
0.00000e+00,3.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.00000e+00,2.33935e-04
0.00000e+00,0.00000e+00,3.00000e+00,0.00000e+00,3.00000e+00,0.00000e+00,1.20491e-05
1.00000e+00,0.00000e+00,3.00000e+00,0.00000e+00,4.00000e+00,0.00000e+00,9.99998e+03
0.00000e+00,4.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,3.00000e+00,3.72050e-03
0.00000e+00,4.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.00000e+00,4.79007e+00
0.00000e+00,0.00000e+00,4.00000e+00,0.00000e+00,4.00000e+00,0.00000e+00,1.35316e-05
1.00000e+00,0.00000e+00,4.00000e+00,0.00000e+00,5.00000e+00,0.00000e+00,1.62171e+01
0.00000e+00,5.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,4.00000e+00,1.16280e+01
