,filename,status,lam,num_eq,loss,MRSE_train,MRSE_test
0,0000,init,0.0,20,0.0014858050486082591,0.0014858050486082591,0.013593355126988761
0,0001,refine,0.0,19,0.0014925337765404661,0.0014925337765404661,0.013859449038137895
0,0002,accept,1e-06,19,0.0015259919474862127,0.0014859678588034922,0.013555807777830504
0,0003,accept,2e-06,19,0.0015700957582832102,0.0014898817765164015,0.013714900231017513
0,0004,accept,4e-06,19,0.0016469089096019995,0.0014920763522533575,0.013966221528568171
0,0005,accept,8e-06,19,0.0017991565909006887,0.0014908332438158265,0.013296775029103649
0,0006,accept,1.6e-05,19,0.0021103156361971086,0.0014883472792554461,0.013369964436339874
0,0007,accept,3.2e-05,17,0.002581482661717309,0.001537518336016004,0.016131224534356885
0,0008,refine,3.2e-05,17,0.0025896882572409505,0.0014981846854270368,0.014439494775920273
0,0009,accept,6.4e-05,11,0.0031972474738280066,0.0015654892662958406,0.01577928351749682
0,0010,refine,6.4e-05,11,0.0032172564604324365,0.001541242468090655,0.014330752835583882
0,0011,accept,0.000128,11,0.004827098834593204,0.0015853915318698637,0.016075989720520534
0,0012,accept,0.000256,10,0.007310801785075252,0.0020394290221624773,0.0200891148757278
0,0013,refine,0.000256,10,0.00739341027003273,0.0019637337465329466,0.017690226937034835
0,0014,accept,0.000512,10,0.012422409307484557,0.0023533714375720315,0.024154195039553492
0,0015,accept,0.001024,10,0.022237094478449543,0.003137545304803609,0.030872142764094994
0,0016,accept,0.002048,8,0.03161340801564022,0.007266896165997598,0.053624149330751526
0,0017,refine,0.002048,8,0.03379050506241035,0.006601501271194122,0.05761104692141078
0,0018,accept,0.004096,8,0.05558548389582017,0.008247240573057337,0.052355313033182235
0,0019,accept,0.008192,7,0.10203151282830379,0.010499484611235578,0.05039685463622393
0,0020,refine,0.008192,7,0.11613413486380884,0.006692701617786017,0.05820360956711161
0,0021,accept,0.016384,6,0.184687557818052,0.023776928090982835,0.0405437812256393
0,0022,refine,0.016384,6,0.2146066356423125,0.01593002146630184,0.037689619750034584
0,0023,finish,0.032768,6,0.3448296741901293,0.02819072861565978,0.04288156797852638
