,filename,status,lam,num_eq,loss,MRSE_train,MRSE_test
0,0000,init,0.0,46,0.0012714248005208772,0.0012714248005208772,0.01564590576842454
0,0001,refine,0.0,43,0.0012732396852905537,0.0012732396852905537,0.01585082357978239
0,0002,accept,1e-06,42,0.0013384333659272089,0.0012698575917121106,0.015917524188238153
0,0003,refine,1e-06,42,0.0013375771641157166,0.0012692389042540022,0.015969530599812605
0,0004,accept,2e-06,40,0.0014038801832331883,0.001271133092415189,0.015868038125090012
0,0005,refine,2e-06,40,0.0014042824265982916,0.0012711585123460364,0.016018468057782335
0,0006,accept,4e-06,38,0.0015328672226091057,0.0012703293891627998,0.015910539201451412
0,0007,refine,4e-06,38,0.0015298662905801094,0.0012703957364035448,0.016248787782141137
0,0008,accept,8e-06,33,0.0017142213361730208,0.0012668633605880351,0.016450200686303477
0,0009,refine,8e-06,33,0.0017224063081179332,0.0012651688209982068,0.016266384853687567
0,0010,accept,1.6e-05,21,0.0020083468760334427,0.0012859686222410874,0.01625014524699661
0,0011,refine,1.6e-05,21,0.0020141147055814353,0.001283943490431992,0.016298347908742936
0,0012,accept,3.2e-05,18,0.0027362521238974394,0.0013005316156055107,0.01654900732381634
0,0013,refine,3.2e-05,18,0.0027404663318583173,0.00128593281655976,0.015881450911483165
0,0014,accept,6.4e-05,18,0.004153974386370146,0.0013461697986629103,0.017253573624929346
0,0015,accept,0.000128,13,0.005595356487846894,0.0017143331491533305,0.020461355103660088
0,0016,refine,0.000128,13,0.005678210168982624,0.0015134868765339518,0.01678580703577584
0,0017,accept,0.000256,10,0.007852186763684018,0.0023752790684981218,0.023090230994954598
0,0018,refine,0.000256,10,0.008379414035709718,0.0021531394018286876,0.017925752010491337
0,0019,accept,0.000512,10,0.01323434859108882,0.0026674336930297407,0.026467121261414733
0,0020,accept,0.001024,10,0.02361868268044504,0.0032314781481694076,0.031004990276289644
0,0021,accept,0.002048,8,0.03811883594610191,0.0075084253515356044,0.026545576209455777
0,0022,refine,0.002048,8,0.04038937421836211,0.006495553283091308,0.029403697158561136
0,0023,accept,0.004096,8,0.06826990894566592,0.008866676530479298,0.02603496942644621
0,0024,accept,0.008192,8,0.12652523667743693,0.012085811295527746,0.02698338428745025
0,0025,accept,0.016384,7,0.237304698690912,0.02147290724326358,0.03448419692206881
0,0026,refine,0.016384,7,0.27788332228975426,0.01046791946446225,0.03356078362885005
0,0027,accept,0.032768,7,0.4510029517896242,0.03242071274926014,0.04507219836434875
0,0028,accept,0.065536,6,0.7537753381738015,0.14161739811880764,0.21840878211108034
0,0029,refine,0.065536,6,0.9062803763111152,0.11392101363588455,0.1782213495716262
0,0030,finish,0.131072,3,0.9506506737146795,0.6180206322439228,0.6579658768431247
0,0031,refine,0.131072,3,0.9957644730895765,0.5892054231087407,0.5849006940488951
